object_id,centroids_x,centroids_y,aspect_ratio,area,frames,scores,counted,ground_truth
5438,118,2579,0.0,0,10,0.83,True,1
5438,117,2655,2.90393013100436,152285,11,0.75,True,1
5438,121,2743,4.48223350253807,173951,12,0.8,True,1
5438,95,2836,4.34090909090909,134464,13,0.83,True,1
5438,96,2904,4.51243781094527,182307,14,0.83,True,1
5438,101,3040,5.64788732394366,256239,15,0.76,True,1
5438,121,3144,5.24137931034482,357048,16,0.86,True,1
5438,133,3180,4.90252707581227,376166,17,0.86,True,1
5438,142,3192,4.6075085324232,395550,18,0.9,True,1
5438,152,3196,4.42763157894736,409184,19,0.91,True,1
5438,170,3198,4.21630094043887,429055,20,0.13,True,1
5438,194,3192,4.24375,434560,21,0.11,True,1
5438,219,3192,4.3843648208469,413222,22,0.9,True,1
5438,248,3185,4.31428571428571,428085,23,0.9,True,1
5438,278,3182,4.43790849673202,415548,24,0.91,True,1
5438,314,3178,4.18827160493827,439668,25,0.88,True,1
5438,335,3177,4.50666666666666,405600,26,0.22,True,1
5438,368,3178,4.5050505050505,397386,27,0.9,True,1
5438,396,3175,4.89818181818181,370425,28,0.9,True,1
5438,421,3175,4.96691176470588,367472,29,0.9,True,1
5438,450,3168,4.87900355871886,385251,30,0.9,True,1
5438,479,3166,5.12359550561797,365256,31,0.89,True,1
5438,508,3156,5.19776119402985,373324,32,0.88,True,1
5438,537,3157,5.36078431372549,348585,33,0.9,True,1
5438,570,3156,5.35271317829457,356298,34,0.88,True,1
5438,603,3150,5.40310077519379,359652,35,0.87,True,1
5438,637,3146,5.26315789473684,372400,36,0.88,True,1
5438,663,3148,5.32950191570881,363051,37,0.87,True,1
5438,703,3148,4.93594306049822,389747,38,0.86,True,1
5438,730,3147,5.0912408759124,382230,39,0.89,True,1
5438,754,3146,5.27651515151515,367752,40,0.17,True,1
5438,778,3148,5.39299610894941,356202,41,0.89,True,1
5438,805,3147,5.564,347750,42,0.89,True,1
5438,833,3141,5.65060240963855,350343,43,0.89,True,1
5438,859,3139,5.93670886075949,333459,44,0.91,True,1
5438,887,3138,5.96595744680851,329470,45,0.88,True,1
5438,916,3130,6.18181818181818,329868,46,0.89,True,1
