object+AF8-id,centroids+AF8-x,centroids+AF8-y,aspect+AF8-ratio,area,frames,scores,counted,ground+AF8-truth
3257,309,2215,0,0,45,0.33,TRUE,0
3257,312,2222,6.00806451612903,92380,46,0.45,TRUE,0
3257,319,2228,6.25,90000,47,0.57,TRUE,0
3257,324,2234,6.4957264957265,88920,48,0.57,TRUE,0
3257,329,2244,6.02362204724409,97155,49,0.55,TRUE,0
3257,337,2252,6.77391304347826,89585,50,0.46,TRUE,0
3257,341,2261,6.96491228070175,90516,51,0.69,TRUE,0
3257,348,2272,7.14545454545455,86460,52,0.59,TRUE,0
3257,353,2285,6.8728813559322,95698,53,0.74,TRUE,0
3257,359,2296,6.83050847457627,95108,54,0.68,TRUE,0
3257,357,2316,6.55725190839695,112529,55,0.59,TRUE,0
3257,365,2321,6.94262295081967,103334,56,0.66,TRUE,0
3257,366,2337,7.12903225806452,109616,57,0.74,TRUE,0
3257,369,2355,7.15322580645161,109988,58,0.69,TRUE,0
3257,377,2365,7.32786885245902,109068,59,0.72,TRUE,0
3257,390,2364,6.93129770992367,118948,60,0.7,TRUE,0
3257,386,2388,7.18939393939394,125268,61,0.69,TRUE,0
3257,395,2391,8.00854700854701,109629,62,0.76,TRUE,0
3257,400,2399,8.48598130841122,97156,63,0.76,TRUE,0
3257,410,2404,8.02608695652174,106145,64,0.68,TRUE,0
3257,415,2406,8.35779816513762,99299,65,0.82,TRUE,0
3257,420,2410,8.24324324324324,101565,66,0.83,TRUE,0
3257,456,2362,5.51980198019802,225230,67,0.78,TRUE,0
3257,445,2406,8.13793103448276,109504,68,0.64,TRUE,0
3257,461,2395,6.51829268292683,175316,69,0.51,TRUE,0
3257,451,2422,8.22522522522523,101343,70,0.8,TRUE,0
3257,451,2438,8.19642857142857,102816,71,0.84,TRUE,0
3257,455,2449,7.80869565217391,103270,72,0.8,TRUE,0
3257,460,2458,8.1875,102704,73,0.83,TRUE,0
3257,463,2463,8.19642857142857,102816,74,0.82,TRUE,0
3257,470,2469,8.70754716981132,97838,75,0.84,TRUE,0
3257,479,2475,7.87931034482759,106024,76,0.75,TRUE,0
3257,490,2478,7.352,114875,77,0.7,TRUE,0
3257,494,2489,8.21621621621622,101232,78,0.8,TRUE,0
3257,502,2485,7.84297520661157,114829,79,0.71,TRUE,0
3257,509,2492,7.70731707317073,116604,80,0.73,TRUE,0
3257,529,2469,6.09036144578313,167826,81,0.82,TRUE,0
3257,533,2489,6.83098591549296,137740,82,0.82,TRUE,0
3257,549,2479,5.91329479768786,176979,83,0.86,TRUE,0
3257,558,2479,6.16766467065868,172010,84,0.81,TRUE,0
3257,557,2504,6.72535211267606,135610,85,0.71,TRUE,0
3257,562,2512,6.85915492957747,138308,86,0.75,TRUE,0
3257,573,2514,6.28481012658228,156894,87,0.77,TRUE,0
3257,582,2524,6.21472392638037,165119,88,0.67,TRUE,0
3257,569,2617,7.95604395604396,65884,89,0.63,TRUE,0
3257,598,2561,5.67955801104972,186068,90,0.79,TRUE,0
3257,613,2551,5.68156424581006,182043,91,0.79,TRUE,0
3257,627,2551,5.47802197802198,181454,92,0.78,TRUE,0
3257,633,2557,6,173400,93,0.85,TRUE,0
3257,630,2582,6.70833333333333,139104,94,0.81,TRUE,0
3257,638,2586,6.66887417218543,152057,95,0.77,TRUE,0
3257,647,2598,6.35064935064935,150612,96,0.83,TRUE,0
3257,633,2695,8.25581395348837,61060,97,0.69,TRUE,0
3257,633,2733,8.66666666666667,61152,98,0.69,TRUE,0
3257,649,2686,7.8099173553719,114345,99,0.86,TRUE,0
3257,660,2675,7.88983050847458,109858,100,0.86,TRUE,0
3257,678,2667,6.80281690140845,137172,101,0.78,TRUE,0
3257,681,2693,7.97222222222222,92988,102,0.71,TRUE,0
3257,678,2768,8.775,56160,103,0.76,TRUE,0
3257,684,2795,9.175,58720,104,0.67,TRUE,0
3257,702,2745,7.80672268907563,110551,105,0.81,TRUE,0
3257,704,2802,8.58536585365854,57728,106,0.74,TRUE,0
3257,711,2821,9.0379746835443,56406,107,0.75,TRUE,0
