object+AF8-id,centroids+AF8-x,centroids+AF8-y,aspect+AF8-ratio,area,frames,scores,counted,ground+AF8-truth
2309,1713,2622,0,0,0,0.55,TRUE,1
2309,1712,2513,15.0681818181818,262548,1,0.56,TRUE,1
2309,1716,2489,14.8230769230769,250510,2,0.65,TRUE,1
2309,1715,2514,14.4852941176471,267920,3,0.62,TRUE,1
2309,1711,2523,14.7058823529412,272000,4,0.59,TRUE,1
2309,1714,2620,15.6275862068966,328570,5,0.61,TRUE,1
2309,1715,2654,16.034965034965,327899,6,0.64,TRUE,1
2309,1714,2669,15.7837837837838,345728,7,0.64,TRUE,1
2309,1712,2672,16.2253521126761,327168,8,0.63,TRUE,1
2309,1713,2676,16.1760563380282,326174,9,0.62,TRUE,1
2309,1716,2674,16.3900709219858,325851,10,0.63,TRUE,1
2309,1716,2677,17.2519083969466,296060,11,0.45,TRUE,1
2309,1720,2681,16.1678321678322,330616,12,0.58,TRUE,1
2309,1718,2678,15.6912751677852,348362,13,0.6,TRUE,1
2309,1720,2688,15.4630872483221,343296,14,0.58,TRUE,1
2309,1722,2678,15.1225806451613,363320,15,0.58,TRUE,1
2309,1723,2667,15.0636942675159,371305,16,0.57,TRUE,1
2309,1729,2664,15.7333333333333,354000,17,0.54,TRUE,1
2309,1730,2661,16.1020408163265,347949,18,0.54,TRUE,1
2309,1735,2660,15.6556291390728,356964,19,0.36,TRUE,1
2309,1736,2654,15.8666666666667,357000,20,0.33,TRUE,1
2309,1739,2648,15.7986577181208,350746,21,0.19,TRUE,1
2309,1741,2642,16.1111111111111,334080,22,0.19,TRUE,1
2309,1744,2585,15.7883211678832,296331,23,0.16,TRUE,1
2309,1746,2617,16.3475177304965,325005,24,0.58,TRUE,1
2309,1743,2568,15.6690647482014,302742,25,0.61,TRUE,1
2309,1745,2595,15.6095890410959,332734,26,0.61,TRUE,1
2309,1748,2604,16.3405797101449,311190,27,0.6,TRUE,1
2309,1747,2636,15.7086092715232,358172,28,0.61,TRUE,1
2309,1749,2641,16.1379310344828,339300,29,0.6,TRUE,1
2309,1752,2525,15.4140625,252544,30,0.36,TRUE,1
2309,1751,2587,16.0486111111111,332784,31,0.5,TRUE,1
2309,1749,2615,16.0902777777778,333648,32,0.57,TRUE,1
2309,1746,2633,15.8581081081081,347356,33,0.27,TRUE,1
2309,1745,2639,15.7549668874172,359229,34,0.3,TRUE,1
2309,1741,2621,15.7218543046358,358474,35,0.37,TRUE,1
2309,1731,2637,15.0125786163522,379533,36,0.38,TRUE,1
2309,1726,2646,15.5424836601307,363834,37,0.26,TRUE,1
2309,1718,2655,15.3181818181818,363286,38,0.43,TRUE,1
2309,1710,2653,15.6447368421053,361456,39,0.29,TRUE,1
2309,1705,2656,15.78,355050,40,0.41,TRUE,1
2309,1690,2639,15.4140127388535,379940,41,0.38,TRUE,1
2309,1678,2645,14.6851851851852,385398,42,0.39,TRUE,1
2309,1667,2647,15.6953642384106,357870,43,0.41,TRUE,1
2309,1646,2642,14.9622641509434,378261,44,0.17,TRUE,1
2309,1633,2650,14.7267080745342,381731,45,0.24,TRUE,1
2309,1613,2649,14.3614457831325,395744,46,0.11,TRUE,1
2309,1591,2634,14.8048780487805,398192,47,0.67,TRUE,1
2309,1573,2645,14.9559748427673,378102,48,0.75,TRUE,1
2309,1558,2650,15.0126582278481,374776,49,0.73,TRUE,1
2309,1537,2633,14.2280701754386,416043,50,0.55,TRUE,1
2309,1508,2610,14.7559523809524,416472,51,0.63,TRUE,1
2309,1489,2614,14.8121212121212,403260,52,0.67,TRUE,1
2309,1464,2609,14.3255813953488,423808,53,0.65,TRUE,1
2309,1437,2610,15.1552795031056,392840,54,0.59,TRUE,1
2309,1417,2629,16.4206896551724,345245,55,0.45,TRUE,1
2309,1397,2643,16.7394366197183,337534,56,0.57,TRUE,1
2309,1374,2619,15.7197452229299,387476,57,0.47,TRUE,1
2309,1352,2633,15.8543046357616,361494,58,0.58,TRUE,1
2309,1332,2603,15.1272727272727,411840,59,0.55,TRUE,1
2309,1310,2624,13.8218390804598,418470,60,0.72,TRUE,1
2309,1285,2625,13.2513661202186,443775,61,0.54,TRUE,1
2309,1265,2605,12.3781094527363,500088,62,0.29,TRUE,1
2309,1225,2595,15.9108280254777,392186,63,0.12,TRUE,1
2309,1193,2605,14.7771084337349,407198,64,0.66,TRUE,1
2309,1173,2588,15.537037037037,407754,65,0.62,TRUE,1
2309,1154,2605,14.2151162790698,420540,66,0.19,TRUE,1
2309,1133,2614,14.4260355029586,412022,67,0.47,TRUE,1
2309,1120,2594,15.2181818181818,414315,68,0.47,TRUE,1
2309,1101,2603,14.7425149700599,411154,69,0.6,TRUE,1
2309,1086,2612,14.8719512195122,399996,70,0.57,TRUE,1
2309,1079,2595,15.1818181818182,413325,71,0.59,TRUE,1
2309,1069,2578,11.4245283018868,128366,72,0.49,TRUE,1
2309,1055,2605,11.5480769230769,124904,73,0.55,TRUE,1
2309,1043,2586,11,135531,74,0.15,TRUE,1
2309,1031,2612,14.7804878048781,397536,75,0.11,TRUE,1
2309,1023,2601,14.7278106508876,420641,76,0.39,TRUE,1
2309,1013,2586,14.905325443787,425711,77,0.14,TRUE,1
2309,1004,2577,15.2469879518072,420146,78,0.13,TRUE,1
2309,1000,2564,15.8086419753086,414882,79,0.59,TRUE,1
2309,992,2552,15.2,439280,80,0.57,TRUE,1
2309,988,2554,14.8150289017341,443399,81,0.6,TRUE,1
2309,985,2561,14.2067039106145,455197,82,0.3,TRUE,1
2309,977,2565,14.4431818181818,447392,83,0.73,TRUE,1
2309,973,2562,14.3539325842697,454790,84,0.56,TRUE,1
2309,966,2551,14.0819672131148,471591,85,0.67,TRUE,1
2309,960,2559,14.2346368715084,456092,86,0.46,TRUE,1
2309,953,2545,13.6263157894737,491910,87,0.12,TRUE,1
2309,944,2557,13.0670103092784,491790,88,0.46,TRUE,1
2309,934,2557,13.1340206185567,494312,89,0.52,TRUE,1
2309,923,2571,13.0051813471503,484430,90,0.44,TRUE,1
2309,911,2577,13.2857142857143,474579,91,0.76,TRUE,1
2309,899,2580,13.1947368421053,476330,92,0.35,TRUE,1
2309,880,2574,13.8415300546448,463539,93,0.73,TRUE,1
2309,861,2578,13.1197916666667,483648,94,0.27,TRUE,1
2309,845,2583,13.2592592592593,473634,95,0.29,TRUE,1
2309,828,2584,13.0155440414508,484816,96,0.38,TRUE,1
2309,805,2579,12.1980676328502,522675,97,0.12,TRUE,1
2309,785,2580,12.2233009708738,518708,98,0.2,TRUE,1
2309,764,2585,12.209756097561,513115,99,0.79,TRUE,1
2309,744,2585,11.8862559241706,529188,100,0.8,TRUE,1
2309,730,2571,12.5742574257426,513080,101,0.79,TRUE,1
2309,710,2574,12.2926829268293,516600,102,0.76,TRUE,1
2309,694,2566,12.5643564356436,512676,103,0.74,TRUE,1
2309,684,2565,12.8585858585859,504108,104,0.68,TRUE,1
2309,671,2567,13.025641025641,495300,105,0.73,TRUE,1
2309,659,2570,12.6119402985075,509535,106,0.74,TRUE,1
2309,650,2576,12.9076923076923,490815,107,0.71,TRUE,1
2309,639,2568,13.6524064171123,477411,108,0.71,TRUE,1
2309,629,2551,13.2974358974359,505635,109,0.7,TRUE,1
2309,621,2549,13.3626943005181,497747,110,0.72,TRUE,1
2309,612,2557,13.3072916666667,490560,111,0.78,TRUE,1
2309,601,2563,14.1388888888889,458100,112,0.76,TRUE,1
2309,591,2560,14.0604395604396,465738,113,0.76,TRUE,1
2309,582,2559,13.9239130434783,471408,114,0.76,TRUE,1
2309,572,2562,13.9945054945055,463554,115,0.77,TRUE,1
2309,560,2557,13.8118279569892,477834,116,0.72,TRUE,1
2309,545,2552,14.0163043478261,474536,117,0.72,TRUE,1
2309,531,2546,14.2252747252747,471198,118,0.73,TRUE,1
2309,515,2541,14.2021857923497,475617,119,0.66,TRUE,1
2309,493,2539,14.2857142857143,473200,120,0.71,TRUE,1
2309,471,2529,14.4450549450549,478478,121,0.74,TRUE,1
2309,453,2518,14.5604395604396,482300,122,0.75,TRUE,1
2309,429,2510,13.9319371727749,508251,123,0.76,TRUE,1
2309,421,2780,12.0328947368421,278008,124,0.53,TRUE,1
2309,402,2901,11.7152317880795,267119,125,0.76,TRUE,1
2309,376,2941,10.9447852760736,290792,126,0.71,TRUE,1
2309,353,2960,10.4235294117647,301240,127,0.84,TRUE,1
2309,327,2953,9.53968253968254,340767,128,0.45,TRUE,1
2309,310,2946,9.06965174129353,366423,129,0.51,TRUE,1
2309,288,2978,8.38725490196078,349044,130,0.62,TRUE,1
2309,229,2677,11.5608695652174,611570,131,0.25,TRUE,1
2309,186,2557,11.3519313304721,616285,132,0.24,TRUE,1
2309,149,2510,11.6696035242291,601323,133,0.24,TRUE,1
2309,108,2828,10.6730769230769,259740,134,0.35,TRUE,1
2309,78,2640,16.9285714285714,401478,135,0.59,TRUE,1
2309,55,2562,20.6637931034483,278052,136,0.43,TRUE,1
2318,2119,2494,0,0,151,0.6,TRUE,1
2318,2102,2851,16.9824561403509,220704,152,0.48,TRUE,1
2318,2095,2918,15.3015873015873,242928,153,0.76,TRUE,1
2318,2084,2819,14.64,329400,154,0.69,TRUE,1
2318,2070,2814,11.7821229050279,377511,155,0.72,TRUE,1
2318,2053,2802,9.74770642201835,463250,156,0.67,TRUE,1
2318,2037,2843,8.32635983263598,475610,157,0.78,TRUE,1
2318,2018,2856,8.38396624472574,470919,158,0.77,TRUE,1
2318,1996,2855,8.07258064516129,496496,159,0.8,TRUE,1
2318,1967,2863,8.13168724279835,480168,160,0.81,TRUE,1
2318,1938,2857,8.18032786885246,487024,161,0.82,TRUE,1
2318,1915,2852,7.48134328358209,537340,162,0.81,TRUE,1
2318,1900,2855,7.16967509025271,550122,163,0.72,TRUE,1
2318,1853,2848,8.05241935483871,495256,164,0.26,TRUE,1
2318,1830,2850,7.80392156862745,507450,165,0.71,TRUE,1
2318,1804,2849,7.32352941176471,541824,166,0.43,TRUE,1
2318,1777,2849,7.43445692883895,529995,167,0.51,TRUE,1
2318,1743,2856,7.85657370517928,494972,168,0.76,TRUE,1
2318,1716,2866,7.72619047619048,490644,169,0.34,TRUE,1
2318,1686,2869,7.67716535433071,495300,170,0.67,TRUE,1
2318,1648,2873,8.76470588235294,428077,171,0.64,TRUE,1
2318,1626,2871,8.58149779735683,442196,172,0.69,TRUE,1
2318,1605,2873,7.95901639344262,473848,173,0.82,TRUE,1
2318,1575,2874,7.52918287937743,497295,174,0.81,TRUE,1
2318,1545,2873,7.8582995951417,479427,175,0.8,TRUE,1
2318,1518,2876,7.75903614457831,481068,176,0.8,TRUE,1
2318,1487,2878,7.83333333333333,474042,177,0.68,TRUE,1
2318,1447,2872,6.95,544880,178,0.4,TRUE,1
2318,1416,2868,7.3969465648855,507756,179,0.35,TRUE,1
2318,1385,2881,8.25974025974026,440748,180,0.74,TRUE,1
2318,1352,2877,8.11344537815126,459578,181,0.81,TRUE,1
2318,1328,2881,7.59920634920635,482580,182,0.79,TRUE,1
2318,1301,2887,7.58565737051793,477904,183,0.79,TRUE,1
2318,1263,2889,7.37596899224806,490974,184,0.77,TRUE,1
2318,1241,2888,7.71255060728745,470535,185,0.81,TRUE,1
2318,1209,2883,6.96739130434783,530748,186,0.8,TRUE,1
2318,1194,2873,7.83870967741936,482112,187,0.4,TRUE,1
2318,1166,2927,7.09638554216868,439983,188,0.48,TRUE,1
2318,1137,2881,6.91929824561404,562020,189,0.14,TRUE,1
2318,1109,2855,7.13571428571429,559440,190,0.26,TRUE,1
2318,1091,2862,7.51351351351351,504014,191,0.3,TRUE,1
2318,1065,2912,7.0390625,461312,192,0.34,TRUE,1
2318,1029,2882,7.30337078651685,520650,194,0.55,TRUE,1
2318,965,2844,7.90272373540856,521967,197,0.14,TRUE,1
