object_id,centroids_x,centroids_y,aspect_ratio,area,frames,scores,counted,ground_truth
28380,74,1551,0,0,118,0.58,TRUE,1
28380,88,1489,4.77272727272727,147840,119,0.8,TRUE,1
28380,98,1467,4.65608465608465,166320,120,0.86,TRUE,1
28380,112,1451,4.36363636363636,190608,121,0.85,TRUE,1
28380,127,1459,3.96860986547085,197355,122,0.14,TRUE,1
28380,155,1467,3.81659388646288,200146,123,0.13,TRUE,1
28380,171,1457,3.80082987551867,220756,124,0.83,TRUE,1
28380,198,1454,4.01754385964912,208848,125,0.85,TRUE,1
28380,232,1448,4.04329004329004,215754,126,0.78,TRUE,1
28380,274,1459,4.41379310344827,181888,127,0.61,TRUE,1
28380,318,1492,4.33689839572192,151657,128,0.28,TRUE,1
28380,355,1507,4.8433734939759,133464,129,0.75,TRUE,1
28380,390,1532,4.59375,117600,130,0.25,TRUE,1
28380,414,1560,3.97701149425287,120408,131,0.38,TRUE,1
28380,446,1575,4.04790419161676,112892,132,0.34,TRUE,1
28380,475,1582,3.94705882352941,114070,133,0.15,TRUE,1
28380,494,1568,4.41717791411043,117360,134,0.38,TRUE,1
28380,514,1499,4.47524752475247,182608,135,0.49,TRUE,1
28380,538,1493,4.35204081632653,167188,136,0.75,TRUE,1
28380,562,1468,3.90717299578059,219462,137,0.8,TRUE,1
28380,584,1452,4.1004366812227,215031,138,0.82,TRUE,1
28380,609,1442,4.37899543378995,210021,139,0.8,TRUE,1
28380,627,1437,4.55450236966824,202771,140,0.77,TRUE,1
28380,653,1440,4.64705882352941,193392,141,0.8,TRUE,1
28380,680,1439,4.74626865671641,191754,142,0.8,TRUE,1
28380,705,1440,4.87179487179487,185250,143,0.81,TRUE,1
28380,733,1442,4.88144329896907,183718,144,0.77,TRUE,1
28380,757,1444,4.81443298969072,181196,145,0.85,TRUE,1
28380,783,1450,4.85263157894736,175180,146,0.67,TRUE,1
28380,808,1452,5.00543478260869,169464,147,0.65,TRUE,1
28380,832,1453,5.12222222222222,165960,148,0.7,TRUE,1
28380,854,1454,5.11666666666666,165780,149,0.63,TRUE,1
28380,874,1455,5.34883720930232,158240,150,0.69,TRUE,1
28380,897,1457,5.27586206896551,159732,151,0.62,TRUE,1
28380,915,1457,5.53293413173652,154308,152,0.72,TRUE,1
28380,936,1456,5.35260115606936,160198,153,0.63,TRUE,1
28380,954,1457,5.66871165644171,150612,154,0.74,TRUE,1
28380,974,1453,5.63253012048192,155210,155,0.6,TRUE,1
28380,991,1452,5.53254437869822,158015,156,0.57,TRUE,1
28380,1006,1447,6.17647058823529,144585,157,0.46,TRUE,1
28380,1017,1444,7.08955223880597,127300,158,0.59,TRUE,1
28380,1019,1360,5.95652173913043,12604,159,0.31,TRUE,1
28380,1027,1144,3.41284403669724,40548,160,0.4,TRUE,1
28380,1032,1048,3.54285714285714,39060,161,0.54,TRUE,1
28380,1038,978,3.39560439560439,28119,162,0.46,TRUE,1
28380,1048,942,3.85507246376811,18354,163,0.17,TRUE,1
28424,59,1384,0,0,188,0.79,TRUE,1
28424,73,1380,7.34459459459459,160876,189,0.8,TRUE,1
28424,68,1456,6.93023255813953,115326,190,0.67,TRUE,1
28424,76,1497,6.35338345864661,112385,191,0.87,TRUE,1
28424,96,1503,6.45864661654135,114247,192,0.85,TRUE,1
28424,115,1502,6.12857142857142,120120,193,0.86,TRUE,1
28424,139,1503,6.18115942028985,117714,194,0.85,TRUE,1
28424,160,1498,6.26811594202898,119370,195,0.86,TRUE,1
28424,183,1494,6.28985507246376,119784,196,0.85,TRUE,1
28424,207,1489,6.36231884057971,121164,197,0.86,TRUE,1
28424,229,1490,6.02777777777777,124992,198,0.85,TRUE,1
28424,250,1490,5.98620689655172,125860,199,0.85,TRUE,1
28424,275,1488,6.01379310344827,126440,200,0.84,TRUE,1
28424,301,1488,6.177304964539,122811,201,0.84,TRUE,1
28424,328,1490,6.7421875,110464,202,0.85,TRUE,1
28424,349,1492,6.41791044776119,115240,203,0.83,TRUE,1
28424,373,1495,6.83870967741935,105152,204,0.83,TRUE,1
28424,395,1492,6.44029850746268,115642,205,0.84,TRUE,1
28424,418,1494,6.76984126984127,107478,206,0.83,TRUE,1
28424,439,1493,6.8015873015873,107982,207,0.83,TRUE,1
28424,462,1492,6.78571428571428,107730,208,0.84,TRUE,1
28424,487,1492,7.04098360655737,104798,209,0.8,TRUE,1
28424,508,1485,6.859375,112384,210,0.84,TRUE,1
28424,531,1488,7.07438016528925,103576,211,0.83,TRUE,1
28424,554,1484,7.04032258064516,108252,212,0.84,TRUE,1
28424,577,1486,7.16528925619834,104907,213,0.83,TRUE,1
28424,600,1485,7.1311475409836,106140,214,0.81,TRUE,1
28424,624,1486,7.34745762711864,102306,215,0.12,TRUE,1
28424,648,1486,7.48275862068965,100688,216,0.79,TRUE,1
28424,673,1487,7.38461538461538,101088,217,0.81,TRUE,1
28424,697,1488,7.05737704918032,105042,218,0.78,TRUE,1
28424,722,1484,7.36134453781512,104244,219,0.82,TRUE,1
28424,746,1485,7.23333333333333,104160,220,0.78,TRUE,1
28424,772,1484,7.24166666666666,104280,221,0.82,TRUE,1
28424,796,1480,6.99206349206349,111006,222,0.82,TRUE,1
28424,820,1483,7.23333333333333,104160,223,0.83,TRUE,1
28424,841,1478,7.34166666666666,105720,224,0.22,TRUE,1
28424,865,1476,7.34166666666666,105720,225,0.84,TRUE,1
28424,888,1479,7.19672131147541,107116,226,0.1,TRUE,1
28424,913,1480,7.3728813559322,102660,227,0.24,TRUE,1
28424,936,1491,6.92622950819672,103090,228,0.16,TRUE,1
28424,961,1491,7.0327868852459,104676,229,0.5,TRUE,1
28424,986,1485,6.8359375,112000,230,0.52,TRUE,1
28424,1012,1479,7.26229508196721,108092,231,0.68,TRUE,1
28424,1027,1428,7.28571428571428,8925,232,0.53,TRUE,1
28424,1040,1405,11.8977272727272,92136,233,0.27,TRUE,1
28424,1052,1393,6.78947368421052,9804,234,0.28,TRUE,1
28424,1064,1179,6.3095238095238,11130,235,0.42,TRUE,1
28495,97,1173,0,0,288,0.76,TRUE,1
28495,120,1171,2.86315789473684,25840,289,0.79,TRUE,1
28495,147,1171,2.86458333333333,26400,290,0.77,TRUE,1
28495,175,1169,2.95744680851063,26132,291,0.77,TRUE,1
28495,197,1174,2.96666666666666,24030,292,0.7,TRUE,1
28495,219,1176,3,24300,293,0.73,TRUE,1
28495,243,1173,3.19540229885057,24186,294,0.69,TRUE,1
28495,263,1173,3.05434782608695,25852,295,0.75,TRUE,1
28495,284,1174,2.81632653061224,27048,296,0.75,TRUE,1
28495,306,1172,2.92783505154639,27548,297,0.8,TRUE,1
28495,328,1172,3.0752688172043,26598,298,0.75,TRUE,1
28495,350,1170,3.07446808510638,27166,299,0.77,TRUE,1
28495,368,1171,3.05263157894736,27550,300,0.75,TRUE,1
28495,386,1171,2.92783505154639,27548,301,0.75,TRUE,1
28495,408,1173,2.88541666666666,26592,302,0.76,TRUE,1
28495,428,1171,2.97938144329896,28033,303,0.75,TRUE,1
28495,450,1168,2.97959183673469,28616,304,0.77,TRUE,1
28495,470,1163,3.10204081632653,29792,305,0.8,TRUE,1
28495,494,1160,2.87378640776699,30488,306,0.8,TRUE,1
28495,518,1159,3,30000,307,0.77,TRUE,1
28495,541,1157,3.06060606060606,29997,308,0.78,TRUE,1
28495,566,1155,3.06060606060606,29997,309,0.8,TRUE,1
