object+AF8-id,centroids+AF8-x,centroids+AF8-y,aspect+AF8-ratio,area,frames,scores,counted,ground+AF8-truth
180,667,720,0,0,0,0.16,TRUE,1
180,663,696,4.00943396226415,45050,1,0.27,TRUE,
180,655,858,6.2093023255814,103329,2,0.3,TRUE,
180,657,778,4.2991452991453,58851,3,0.37,TRUE,
180,648,859,5.56643356643357,113828,4,0.42,TRUE,
180,644,923,5.04411764705882,93296,5,0.49,TRUE,
180,645,955,4.75182481751825,89187,6,0.12,TRUE,
180,642,963,4.81021897810219,90283,7,0.13,TRUE,
180,638,972,5.048,78875,8,0.41,TRUE,
180,638,973,4.77272727272727,83160,9,0.42,TRUE,
180,628,923,4.58928571428571,129528,14,0.62,TRUE,
180,607,894,5.13768115942029,97842,15,0.7,TRUE,
180,588,904,5.68181818181818,99000,16,0.69,TRUE,
180,569,923,5.84033613445378,82705,17,0.69,TRUE,
180,557,934,5.59504132231405,81917,18,0.5,TRUE,
180,541,946,5.69565217391304,75325,19,0.73,TRUE,
180,529,967,5.39823008849558,68930,20,0.79,TRUE,
180,521,931,5.63358778625954,96678,21,0.69,TRUE,
180,523,889,5.12578616352201,129585,22,0.77,TRUE,
180,513,875,5.51700680272109,119217,23,0.84,TRUE,
180,491,875,5.32666666666667,119850,24,0.83,TRUE,
180,468,882,5.89473684210526,104272,25,0.82,TRUE,
180,446,884,5.93181818181818,103356,26,0.8,TRUE,
180,422,905,6.35964912280702,82650,27,0.79,TRUE,
180,401,911,6.91509433962264,77698,28,0.79,TRUE,
180,380,910,6.92523364485981,79287,29,0.8,TRUE,
180,354,914,6.87735849056604,77274,30,0.7,TRUE,
180,319,910,6.32203389830509,88028,31,0.74,TRUE,
180,286,914,5.848,91375,32,0.77,TRUE,
180,249,881,6.67479674796748,100983,33,0.76,TRUE,
180,216,883,6.272,98000,34,0.66,TRUE,
180,184,906,6.2719298245614,81510,35,0.53,TRUE,
180,162,953,4.96694214876033,72721,36,0.7,TRUE,
180,153,954,3.76436781609195,113970,37,0.63,TRUE,
180,126,946,3.70108695652174,125304,38,0.58,TRUE,
180,94,927,4.46296296296296,117126,39,0.83,TRUE,
180,69,892,6.07575757575758,105864,40,0.77,TRUE,
180,48,746,5.28571428571429,43771,41,0.69,TRUE,
180,31,708,3.640625,14912,42,0.1,TRUE,
180,47,672,4.776,74625,44,0.19,TRUE,
180,42,665,4.54716981132076,51092,45,0.19,TRUE,
181,665,811,0,0,45,0.81,TRUE,1
181,660,788,4.54310344827586,61132,46,0.88,TRUE,
181,652,796,4.03968253968254,64134,47,0.89,TRUE,
181,643,811,4.02439024390244,60885,48,0.87,TRUE,
181,632,812,4.64912280701754,60420,49,0.88,TRUE,
181,628,812,4.79646017699115,61246,50,0.87,TRUE,
181,638,830,4.17322834645669,67310,51,0.26,TRUE,
181,606,880,3.72868217054264,62049,53,0.65,TRUE,
181,573,887,3.71698113207547,93969,56,0.37,TRUE,
181,545,901,3.79487179487179,92352,57,0.84,TRUE,
181,533,900,4.08053691275168,90592,58,0.76,TRUE,
181,530,906,4.06802721088435,87906,59,0.85,TRUE,
181,522,913,4.07638888888889,84528,60,0.81,TRUE,
181,518,915,4.27464788732394,86194,61,0.27,TRUE,
181,515,932,4.05147058823529,74936,62,0.61,TRUE,
181,516,943,3.99259259259259,72765,63,0.34,TRUE,
181,514,959,3.70921985815603,73743,64,0.28,TRUE,
181,504,953,3.42541436464088,112220,66,0.1,TRUE,
181,482,939,4.33962264150943,109710,67,0.81,TRUE,
181,467,952,3.5,118496,68,0.14,TRUE,
181,451,743,4.22408026755853,377637,69,0.16,TRUE,
181,395,869,3.56930693069307,145642,71,0.57,TRUE,
181,364,914,3.30243902439024,138785,72,0.71,TRUE,
181,337,927,3.33170731707317,140015,73,0.43,TRUE,
181,317,904,3.81463414634146,160310,74,0.49,TRUE,
181,292,884,3.91176470588235,162792,75,0.85,TRUE,
181,273,891,3.86330935251799,74643,76,0.43,TRUE,
181,212,906,2.29113924050633,228784,77,0.36,TRUE,
181,231,829,4.59259259259259,53568,78,0.17,TRUE,
181,220,882,4.83653846153846,52312,79,0.8,TRUE,
181,207,900,4.66355140186916,53393,80,0.66,TRUE,
181,189,904,4.2603550295858,121680,81,0.56,TRUE,
181,165,907,3.9468085106383,139496,82,0.54,TRUE,
181,149,910,5.45555555555556,44190,83,0.81,TRUE,
181,133,903,3.7029702970297,151096,84,0.67,TRUE,
181,113,909,3.90217391304348,132112,85,0.81,TRUE,
181,93,893,4.01242236024845,104006,86,0.88,TRUE,
181,93,825,3.93220338983051,54752,87,0.12,TRUE,
181,78,821,3.92,61250,88,0.82,TRUE,
181,60,826,5,44180,89,0.47,TRUE,
181,43,775,5.74358974358974,34944,90,0.2,TRUE,
181,29,761,8.89473684210526,28899,91,0.47,TRUE,
182,666,886,0,0,72,0.91,TRUE,1
182,655,888,3.33170731707317,140015,73,0.84,TRUE,
182,621,826,3.86330935251799,74643,76,0.68,TRUE,
182,604,843,2.29113924050633,228784,77,0.58,TRUE,
182,594,849,4.59259259259259,53568,78,0.86,TRUE,
182,592,850,4.83653846153846,52312,79,0.87,TRUE,
182,586,854,4.66355140186916,53393,80,0.8,TRUE,
182,581,865,4.2603550295858,121680,81,0.71,TRUE,
182,574,872,3.9468085106383,139496,82,0.86,TRUE,
182,565,881,5.45555555555556,44190,83,0.86,TRUE,
182,568,876,3.7029702970297,151096,84,0.76,TRUE,
182,527,949,3.93220338983051,54752,87,0.37,TRUE,
182,521,1025,5.74358974358974,34944,90,0.45,TRUE,
182,485,1013,6.58904109589041,35113,92,0.53,TRUE,
182,480,973,5.86407766990291,62212,94,0.64,TRUE,
182,469,959,5.3304347826087,70495,95,0.74,TRUE,
182,458,944,5.22307692307692,88270,96,0.74,TRUE,
182,440,937,5.56910569105691,84255,97,0.69,TRUE,
182,429,936,6.63,66300,98,0.62,TRUE,
182,415,939,6.15596330275229,73139,99,0.79,TRUE,
182,397,910,4.62345679012346,121338,101,0.1,TRUE,
182,363,902,4.55688622754491,127087,103,0.27,TRUE,
182,338,896,4.71428571428571,122199,104,0.52,TRUE,
182,301,893,4.44444444444445,129960,105,0.29,TRUE,
182,272,921,4.58904109589041,97820,106,0.58,TRUE,
182,247,935,5.21875,85504,107,0.68,TRUE,
182,210,940,4.0609756097561,109224,108,0.32,TRUE,
182,175,940,4.3961038961039,104258,109,0.25,TRUE,
182,137,942,4.96296296296296,90450,110,0.26,TRUE,
182,100,948,6.41584158415842,65448,111,0.33,TRUE,
182,69,989,5.36363636363636,52569,112,0.12,TRUE,
182,55,955,4.41414141414141,43263,113,0.5,TRUE,
182,41,821,3.88679245283019,43672,115,0.19,TRUE,
182,28,700,3.32307692307692,14040,116,0.67,TRUE,
182,15,641,5.6,6860,117,0.13,TRUE,
183,673,858,0,0,112,0.39,TRUE,1
183,667,861,4.41414141414141,43263,113,0.9,TRUE,
183,662,878,3.90291262135922,41406,114,0.88,TRUE,
183,657,878,3.88679245283019,43672,115,0.76,TRUE,
183,651,846,3.7734375,61824,119,0.9,TRUE,
183,649,839,3.73484848484849,65076,120,0.91,TRUE,
183,614,894,3.82786885245902,56974,123,0.13,TRUE,
183,603,933,4.26923076923077,46176,125,0.23,TRUE,
183,616,890,3.74233128834356,99430,126,0.25,TRUE,
183,620,889,3.60666666666667,81150,128,0.54,TRUE,
183,615,893,3.81751824817518,71651,129,0.81,TRUE,
183,609,895,4.00769230769231,67730,130,0.86,TRUE,
183,597,892,3.85815602836879,76704,131,0.57,TRUE,
183,585,886,4.23571428571429,83020,132,0.84,TRUE,
183,564,909,4.24603174603175,67410,133,0.67,TRUE,
183,549,896,4.5,76050,134,0.63,TRUE,
183,536,881,4.29710144927536,81834,135,0.7,TRUE,
183,511,870,4.83088235294118,89352,136,0.21,TRUE,
183,487,878,4.73913043478261,90252,137,0.71,TRUE,
183,463,875,4.62585034013605,99960,138,0.45,TRUE,
183,397,921,4.16546762589928,80481,140,0.54,TRUE,
183,348,888,4.00617283950617,105138,143,0.49,TRUE,
183,318,781,4.85714285714286,40222,144,0.32,TRUE,
183,296,730,2.69540229885057,81606,145,0.3,TRUE,
183,288,718,4.42857142857143,48825,146,0.29,TRUE,
183,262,812,4.625,118400,147,0.6,TRUE,
183,238,851,4.61818181818182,125730,148,0.78,TRUE,
183,215,893,4.88775510204082,46942,149,0.83,TRUE,
183,200,885,5.49315068493151,117092,150,0.84,TRUE,
183,191,843,4.17714285714286,127925,151,0.24,TRUE,
183,193,766,3.24390243902439,87248,152,0.48,TRUE,
183,141,837,4.55232558139535,134676,153,0.5,TRUE,
183,117,863,4.99363057324841,123088,154,0.62,TRUE,
183,112,784,2.74489795918367,105448,155,0.53,TRUE,
183,80,782,3.7593984962406,66500,156,0.89,TRUE,
183,62,748,3.92436974789916,55573,157,0.88,TRUE,
183,49,727,4.4040404040404,43164,158,0.76,TRUE,
183,43,704,4.50526315789474,40660,159,0.65,TRUE,
183,38,686,4.53409090909091,35112,160,0.51,TRUE,
183,30,666,5.04109589041096,26864,161,0.77,TRUE,
185,575,820,0,0,158,0.88,TRUE,1
185,570,805,4.50526315789474,40660,159,0.85,TRUE,
185,561,856,4.53409090909091,35112,160,0.83,TRUE,
185,554,876,5.04109589041096,26864,161,0.8,TRUE,
185,548,864,9.75806451612903,37510,162,0.66,TRUE,
185,545,875,6.9875,44720,163,0.22,TRUE,
185,527,884,8.6984126984127,34524,164,0.4,TRUE,
185,511,910,7.1830985915493,36210,165,0.28,TRUE,
185,496,885,6.38947368421053,57665,166,0.34,TRUE,
185,492,859,5.54545454545455,81191,167,0.64,TRUE,
185,467,899,6.13186813186813,50778,168,0.43,TRUE,
185,448,918,6.42696629213483,50908,169,0.66,TRUE,
185,441,876,6.09243697478992,86275,170,0.29,TRUE,
185,424,841,7.24271844660194,76838,171,0.26,TRUE,
185,395,819,7.11111111111111,82944,172,0.35,TRUE,
185,362,851,6.87755102040816,66052,173,0.52,TRUE,
185,335,866,7.48314606741573,59274,174,0.46,TRUE,
185,310,872,6.20183486238532,73684,175,0.55,TRUE,
185,284,880,6,77976,176,0.59,TRUE,
185,259,887,6.68932038834952,70967,177,0.46,TRUE,
185,235,915,6.62068965517241,22272,178,0.18,TRUE,
185,206,930,7.09782608695652,60076,179,0.21,TRUE,
185,187,929,6.78,16950,180,0.44,TRUE,
185,165,900,7.03921568627451,18309,181,0.49,TRUE,
185,138,879,6.91666666666667,24900,182,0.17,TRUE,
185,129,889,6.99056603773585,78546,183,0.39,TRUE,
185,133,887,7.19047619047619,79275,184,0.16,TRUE,
185,114,918,5.72815533980583,60770,185,0.41,TRUE,
185,109,983,4.24193548387097,65224,187,0.49,TRUE,
185,90,1011,3.35294117647059,78489,188,0.31,TRUE,
185,82,827,3.25454545454545,88605,190,0.2,TRUE,
185,71,742,3.84496124031008,63984,191,0.15,TRUE,
185,56,716,4.32075471698113,48548,192,0.1,TRUE,
185,43,704,4.6043956043956,38129,193,0.8,TRUE,
185,31,666,4.73846153846154,20020,194,0.31,TRUE,
186,658,781,0,0,178,0.18,TRUE,1
186,656,758,7.09782608695652,60076,179,0.47,TRUE,
186,635,786,6.78,16950,180,0.79,TRUE,
186,626,788,7.03921568627451,18309,181,0.69,TRUE,
186,626,767,6.91666666666667,24900,182,0.77,TRUE,
186,627,752,6.99056603773585,78546,183,0.57,TRUE,
186,634,749,7.19047619047619,79275,184,0.19,TRUE,
186,647,861,3.25454545454545,88605,190,0.77,TRUE,
186,636,827,3.84496124031008,63984,191,0.68,TRUE,
186,651,859,4.32075471698113,48548,192,0.82,TRUE,
186,665,891,4.73846153846154,20020,194,0.49,TRUE,
186,672,879,5.30864197530864,34830,195,0.5,TRUE,
186,672,880,5.16666666666667,36456,196,0.58,TRUE,
186,666,887,4.34020618556701,40837,197,0.76,TRUE,
186,640,902,5.54285714285714,27160,198,0.6,TRUE,
186,615,911,6.35483870967742,24428,199,0.74,TRUE,
186,602,885,6.76056338028169,34080,200,0.45,TRUE,
186,587,884,6,31974,201,0.59,TRUE,
186,561,913,5.39189189189189,29526,202,0.22,TRUE,
186,544,896,7.13888888888889,37008,203,0.41,TRUE,
186,538,885,6.08139534883721,44978,204,0.6,TRUE,
186,503,911,6.02439024390244,40508,206,0.68,TRUE,
186,474,892,6.42857142857143,31500,209,0.19,TRUE,
186,451,908,5.92857142857143,41832,210,0.54,TRUE,
186,445,879,5.78260869565217,76475,211,0.13,TRUE,
186,433,884,7.20212765957447,63638,212,0.25,TRUE,
186,430,892,7.36956521739131,62376,213,0.2,TRUE,
186,410,953,8.15942028985507,38847,215,0.53,TRUE,
186,396,923,10.2816901408451,51830,216,0.36,TRUE,
186,400,968,6.69135802469136,43902,217,0.12,TRUE,
186,380,883,8.43809523809524,93030,219,0.55,TRUE,
186,342,920,7.68965517241379,58203,224,0.35,TRUE,
186,316,956,6.1530612244898,59094,225,0.7,TRUE,
186,302,972,7.1219512195122,47888,226,0.29,TRUE,
186,295,960,8.24285714285714,40390,227,0.11,TRUE,
186,282,972,8.54411764705882,39508,228,0.26,TRUE,
186,269,975,8.70769230769231,36790,229,0.15,TRUE,
186,251,956,8.54166666666667,44280,230,0.19,TRUE,
187,701,892,0,0,234,0.72,TRUE,1
187,687,869,7.8955223880597,35443,236,0.44,TRUE,
187,678,860,7.36231884057971,35052,238,0.64,TRUE,
187,657,880,7.234375,29632,239,0.35,TRUE,
187,640,896,6.41176470588235,29648,240,0.52,TRUE,
187,625,905,6.8,24480,241,0.65,TRUE,
187,609,891,6.02597402597403,35728,242,0.35,TRUE,
187,589,886,6.10810810810811,33448,243,0.62,TRUE,
187,575,875,7.33823529411765,33932,244,0.78,TRUE,
187,561,897,6.59090909090909,28710,245,0.76,TRUE,
187,548,911,6.75757575757576,29436,246,0.37,TRUE,
187,539,922,6.70149253731343,30083,247,0.42,TRUE,
187,525,921,6.85714285714286,33600,248,0.73,TRUE,
187,511,921,6.54545454545455,38808,249,0.78,TRUE,
187,505,925,7.2112676056338,36352,250,0.2,TRUE,
187,482,946,6.97260273972603,37157,252,0.23,TRUE,
187,473,971,8.06896551724138,27144,253,0.2,TRUE,
187,421,999,6.61728395061728,43416,257,0.56,TRUE,
187,406,1005,5.8,52345,258,0.33,TRUE,
187,390,1023,5.39784946236559,46686,259,0.72,TRUE,
