object_id,centroids_x,centroids_y,aspect_ratio,area,frames,scores,counted,ground_truth
899,229,1578,0,0,0,0.43,TRUE,1
899,233,1573,3.34782608695652,143451,1,0.45,TRUE,1
899,229,1565,3.10087719298246,161196,2,0.44,TRUE,1
899,234,1564,3.34905660377359,150520,3,0.6,TRUE,1
899,235,1568,3.19266055045872,151728,4,0.32,TRUE,1
899,239,1568,3.06113537117904,160529,5,0.43,TRUE,1
899,245,1569,3.17727272727273,153780,6,0.53,TRUE,1
899,253,1571,3.08444444444444,156150,7,0.49,TRUE,1
899,262,1578,3.06818181818182,148500,8,0.48,TRUE,1
899,266,1578,3.09954751131222,151385,9,0.56,TRUE,1
899,273,1579,3.04484304932735,151417,10,0.52,TRUE,1
899,276,1574,3.24186046511628,149855,11,0.5,TRUE,1
899,280,1570,3.35238095238095,147840,12,0.55,TRUE,1
899,285,1569,3.36538461538462,145600,13,0.59,TRUE,1
899,294,1572,3.28571428571429,144900,14,0.54,TRUE,1
899,302,1572,3.41176470588235,141984,15,0.44,TRUE,1
899,309,1571,3.43564356435644,140188,16,0.57,TRUE,1
899,316,1578,3.29756097560976,138580,17,0.26,TRUE,1
899,321,1571,3.56060606060606,139590,18,0.53,TRUE,1
899,328,1566,3.42995169082126,146970,19,0.33,TRUE,1
899,332,1562,3.49268292682927,146780,20,0.53,TRUE,1
899,337,1564,3.48768472906404,143724,21,0.18,TRUE,1
899,342,1562,3.63959390862944,141249,22,0.28,TRUE,1
899,354,1579,3.12264150943396,140344,23,0.14,TRUE,1
899,360,1575,3.3,145530,24,0.27,TRUE,1
899,369,1569,3.26851851851852,152496,25,0.2,TRUE,1
899,375,1521,3.79820627802691,188881,26,0.17,TRUE,1
899,381,1496,3.81057268722467,196355,27,0.19,TRUE,1
899,392,1485,4.02304147465438,189441,29,0.17,TRUE,1
899,402,1534,3.41545893719807,146349,30,0.23,TRUE,1
899,413,1553,3.44660194174757,146260,32,0.13,TRUE,1
899,419,1571,3.10550458715596,147586,33,0.25,TRUE,1
899,429,1578,3.14883720930233,145555,34,0.13,TRUE,1
899,440,1586,3.00913242009132,144321,35,0.13,TRUE,1
899,452,1583,3.03139013452915,150748,36,0.12,TRUE,1
899,455,1582,3.07727272727273,148940,37,0.28,TRUE,1
899,465,1587,3.15238095238095,139020,38,0.17,TRUE,1
899,469,1586,2.91703056768559,152972,39,0.24,TRUE,1
899,471,1577,3.11160714285714,156128,40,0.32,TRUE,1
899,484,1582,2.93859649122807,152760,41,0.2,TRUE,1
899,494,1576,3.05263157894737,158688,42,0.22,TRUE,1
899,493,1557,2.964,185250,43,0.37,TRUE,1
899,492,1549,6.24,15600,44,0.35,TRUE,1
